    alpha      rho        t    total  aco_min  aco_max
        0        1      190      140      200      200
        0        1      200      140      200      200
      0.1      0.1       10      140      200      200
      0.1      0.1       20      140      200      200
      0.1      0.1       30      140      200      200
      0.1      0.1       40      140      200      200
      0.1      0.1       50      140      200      200
      0.1      0.1       60      140      200      200
      0.1      0.1       70      140      200      200
      0.1      0.1       80      140      200      200
      0.1      0.1       90      140      200      200
      0.1      0.1      100      140      200      200
      0.1      0.1      110      140      200      200
      0.1      0.1      120      140      200      200
      0.1      0.1      130      140      200      200
      0.1      0.1      140      140      200      200
      0.1      0.1      150      140      200      200
      0.1      0.1      160      140      200      200
      0.1      0.1      170      140      200      200
      0.1      0.1      180      140      200      200
      0.1      0.1      190      140      200      200
      0.1      0.1      200      140      200      200
      0.1      0.2       10      140      200      200
      0.1      0.2       20      140      200      200
      0.1      0.2       30      140      200      200
      0.1      0.2       40      140      200      200
      0.1      0.2       50      140      200      200
      0.1      0.2       60      140      200      200
      0.1      0.2       70      140      200      200
      0.1      0.2       80      140      200      200
      0.1      0.2       90      140      200      200
      0.1      0.2      100      140      200      200
      0.1      0.2      110      140      200      200
      0.1      0.2      120      140      200      200
      0.1      0.2      130      140      200      200
      0.1      0.2      140      140      200      200
      0.1      0.2      150      140      200      200
      0.1      0.2      160      140      200      200
      0.1      0.2      170      140      200      200
      0.1      0.2      180      140      200      200
      0.1      0.2      190      140      200      200
      0.1      0.2      200      140      200      200
      0.1      0.3       10      140      200      200
      0.1      0.3       20      140      200      200
      0.1      0.3       30      140      200      200
      0.1      0.3       40      140      200      200
      0.1      0.3       50      140      200      200
      0.1      0.3       60      140      200      200
      0.1      0.3       70      140      200      200
      0.1      0.3       80      140      200      200
      0.1      0.3       90      140      200      200
      0.1      0.3      100      140      200      200
      0.1      0.3      110      140      200      200
      0.1      0.3      120      140      200      200
      0.1      0.3      130      140      200      200
      0.1      0.3      140      140      200      200
      0.1      0.3      150      140      200      200
      0.1      0.3      160      140      200      200
      0.1      0.3      170      140      200      200
      0.1      0.3      180      140      200      200
      0.1      0.3      190      140      200      200
      0.1      0.3      200      140      200      200
      0.1      0.4       10      140      200      200
      0.1      0.4       20      140      200      200
      0.1      0.4       30      140      200      200
      0.1      0.4       40      140      200      200
      0.1      0.4       50      140      200      200
      0.1      0.4       60      140      200      200
      0.1      0.4       70      140      200      200
      0.1      0.4       80      140      200      200
      0.1      0.4       90      140      200      200
      0.1      0.4      100      140      200      200
      0.1      0.4      110      140      200      200
      0.1      0.4      120      140      200      200
      0.1      0.4      130      140      200      200
      0.1      0.4      140      140      200      200
      0.1      0.4      150      140      200      200
      0.1      0.4      160      140      200      200
      0.1      0.4      170      140      200      200
      0.1      0.4      180      140      200      200
      0.1      0.4      190      140      200      200
      0.1      0.4      200      140      200      200
      0.1      0.5       10      140      200      200
      0.1      0.5       20      140      200      200
      0.1      0.5       30      140      200      200
      0.1      0.5       40      140      200      200
      0.1      0.5       50      140      200      200
      0.1      0.5       60      140      200      200
      0.1      0.5       70      140      200      200
      0.1      0.5       80      140      200      200
      0.1      0.5       90      140      200      200
      0.1      0.5      100      140      200      200
      0.1      0.5      110      140      200      200
      0.1      0.5      120      140      200      200
      0.1      0.5      130      140      200      200
      0.1      0.5      140      140      200      200
      0.1      0.5      150      140      200      200
      0.1      0.5      160      140      200      200
      0.1      0.5      170      140      200      200
      0.1      0.5      180      140      200      200
      0.1      0.5      190      140      200      200
      0.1      0.5      200      140      200      200
      0.1      0.6       10      140      200      200
      0.1      0.6       20      140      200      200
      0.1      0.6       30      140      200      200
      0.1      0.6       40      140      200      200
      0.1      0.6       50      140      200      200
      0.1      0.6       60      140      200      200
      0.1      0.6       70      140      200      200
      0.1      0.6       80      140      200      200
      0.1      0.6       90      140      200      200
      0.1      0.6      100      140      200      200
      0.1      0.6      110      140      200      200
      0.1      0.6      120      140      200      200
      0.1      0.6      130      140      200      200
      0.1      0.6      140      140      200      200
      0.1      0.6      150      140      200      200
      0.1      0.6      160      140      200      200
      0.1      0.6      170      140      200      200
      0.1      0.6      180      140      200      200
      0.1      0.6      190      140      200      200
      0.1      0.6      200      140      200      200
      0.1      0.7       10      140      200      200
      0.1      0.7       20      140      200      200
      0.1      0.7       30      140      200      200
      0.1      0.7       40      140      200      200
      0.1      0.7       50      140      200      200
      0.1      0.7       60      140      200      200
      0.1      0.7       70      140      200      200
      0.1      0.7       80      140      200      200
      0.1      0.7       90      140      200      200
      0.1      0.7      100      140      200      200
      0.1      0.7      110      140      200      200
      0.1      0.7      120      140      200      200
      0.1      0.7      130      140      200      200
      0.1      0.7      140      140      200      200
      0.1      0.7      150      140      200      200
      0.1      0.7      160      140      200      200
      0.1      0.7      170      140      200      200
      0.1      0.7      180      140      200      200
      0.1      0.7      190      140      200      200
      0.1      0.7      200      140      200      200
      0.1      0.8       10      140      200      200
      0.1      0.8       20      140      200      200
      0.1      0.8       30      140      200      200
      0.1      0.8       40      140      200      200
      0.1      0.8       50      140      200      200
      0.1      0.8       60      140      200      200
      0.1      0.8       70      140      200      200
      0.1      0.8       80      140      200      200
      0.1      0.8       90      140      200      200
      0.1      0.8      100      140      200      200
      0.1      0.8      110      140      200      200
      0.1      0.8      120      140      200      200
      0.1      0.8      130      140      200      200
      0.1      0.8      140      140      200      200
      0.1      0.8      150      140      200      200
      0.1      0.8      160      140      200      200
      0.1      0.8      170      140      200      200
      0.1      0.8      180      140      200      200
      0.1      0.8      190      140      200      200
      0.1      0.8      200      140      200      200
      0.1      0.9       10      140      200      200
      0.1      0.9       20      140      200      200
      0.1      0.9       30      140      200      200
      0.1      0.9       40      140      200      200
      0.1      0.9       50      140      200      200
      0.1      0.9       60      140      200      200
      0.1      0.9       70      140      200      200
      0.1      0.9       80      140      200      200
      0.1      0.9       90      140      200      200
      0.1      0.9      100      140      200      200
      0.1      0.9      110      140      200      200
      0.1      0.9      120      140      200      200
      0.1      0.9      130      140      200      200
      0.1      0.9      140      140      200      200
      0.1      0.9      150      140      200      200
      0.1      0.9      160      140      200      200
      0.1      0.9      170      140      200      200
      0.1      0.9      180      140      200      200
      0.1      0.9      190      140      200      200
      0.1      0.9      200      140      200      200
      0.1        1       10      140      200      200
      0.1        1       20      140      200      200
      0.1        1       30      140      200      200
      0.1        1       40      140      200      200
      0.1        1       50      140      200      200
      0.1        1       60      140      200      200
      0.1        1       70      140      200      200
      0.1        1       80      140      200      200
      0.1        1       90      140      200      200
      0.1        1      100      140      200      200
      0.1        1      110      140      200      200
      0.1        1      120      140      200      200
      0.1        1      130      140      200      200
      0.1        1      140      140      200      200
      0.1        1      150      140      200      200
      0.1        1      160      140      200      200
      0.1        1      170      140      200      200
      0.1        1      180      140      200      200
      0.1        1      190      140      200      200
      0.1        1      200      140      200      200
      0.2      0.1       10      140      200      200
      0.2      0.1       20      140      200      200
      0.2      0.1       30      140      200      200
      0.2      0.1       40      140      200      200
      0.2      0.1       50      140      200      200
      0.2      0.1       60      140      200      200
      0.2      0.1       70      140      200      200
      0.2      0.1       80      140      200      200
      0.2      0.1       90      140      200      200
      0.2      0.1      100      140      200      200
      0.2      0.1      110      140      200      200
      0.2      0.1      120      140      200      200
      0.2      0.1      130      140      200      200
      0.2      0.1      140      140      200      200
      0.2      0.1      150      140      200      200
      0.2      0.1      160      140      200      200
      0.2      0.1      170      140      200      200
      0.2      0.1      180      140      200      200
      0.2      0.1      190      140      200      200
      0.2      0.1      200      140      200      200
      0.2      0.2       10      140      200      200
      0.2      0.2       20      140      200      200
      0.2      0.2       30      140      200      200
      0.2      0.2       40      140      200      200
      0.2      0.2       50      140      200      200
      0.2      0.2       60      140      200      200
      0.2      0.2       70      140      200      200
      0.2      0.2       80      140      200      200
      0.2      0.2       90      140      200      200
      0.2      0.2      100      140      200      200
      0.2      0.2      110      140      200      200
      0.2      0.2      120      140      200      200
      0.2      0.2      130      140      200      200
      0.2      0.2      140      140      200      200
      0.2      0.2      150      140      200      200
      0.2      0.2      160      140      200      200
      0.2      0.2      170      140      200      200
      0.2      0.2      180      140      200      200
      0.2      0.2      190      140      200      200
      0.2      0.2      200      140      200      200
      0.2      0.3       10      140      200      200
      0.2      0.3       20      140      200      200
      0.2      0.3       30      140      200      200
      0.2      0.3       40      140      200      200
      0.2      0.3       50      140      200      200
      0.2      0.3       60      140      200      200
      0.2      0.3       70      140      200      200
      0.2      0.3       80      140      200      200
      0.2      0.3       90      140      200      200
      0.2      0.3      100      140      200      200
      0.2      0.3      110      140      200      200
      0.2      0.3      120      140      200      200
      0.2      0.3      130      140      200      200
      0.2      0.3      140      140      200      200
      0.2      0.3      150      140      200      200
      0.2      0.3      160      140      200      200
      0.2      0.3      170      140      200      200
      0.2      0.3      180      140      200      200
      0.2      0.3      190      140      200      200
      0.2      0.3      200      140      200      200
      0.2      0.4       10      140      200      200
      0.2      0.4       20      140      200      200
      0.2      0.4       30      140      200      200
      0.2      0.4       40      140      200      200
      0.2      0.4       50      140      200      200
      0.2      0.4       60      140      200      200
      0.2      0.4       70      140      200      200
      0.2      0.4       80      140      200      200
      0.2      0.4       90      140      200      200
      0.2      0.4      100      140      200      200
      0.2      0.4      110      140      200      200
      0.2      0.4      120      140      200      200
      0.2      0.4      130      140      200      200
      0.2      0.4      140      140      200      200
      0.2      0.4      150      140      200      200
      0.2      0.4      160      140      200      200
      0.2      0.4      170      140      200      200
      0.2      0.4      180      140      200      200
      0.2      0.4      190      140      200      200
      0.2      0.4      200      140      200      200
      0.2      0.5       10      140      200      200
      0.2      0.5       20      140      200      200
      0.2      0.5       30      140      200      200
      0.2      0.5       40      140      200      200
      0.2      0.5       50      140      200      200
      0.2      0.5       60      140      200      200
      0.2      0.5       70      140      200      200
      0.2      0.5       80      140      200      200
      0.2      0.5       90      140      200      200
      0.2      0.5      100      140      200      200
      0.2      0.5      110      140      200      200
      0.2      0.5      120      140      200      200
      0.2      0.5      130      140      200      200
      0.2      0.5      140      140      200      200
      0.2      0.5      150      140      200      200
      0.2      0.5      160      140      200      200
      0.2      0.5      170      140      200      200
      0.2      0.5      180      140      200      200
      0.2      0.5      190      140      200      200
      0.2      0.5      200      140      200      200
      0.2      0.6       10      140      200      200
      0.2      0.6       20      140      200      200
      0.2      0.6       30      140      200      200
      0.2      0.6       40      140      200      200
      0.2      0.6       50      140      200      200
      0.2      0.6       60      140      200      200
      0.2      0.6       70      140      200      200
      0.2      0.6       80      140      200      200
      0.2      0.6       90      140      200      200
      0.2      0.6      100      140      200      200
      0.2      0.6      110      140      200      200
      0.2      0.6      120      140      200      200
      0.2      0.6      130      140      200      200
      0.2      0.6      140      140      200      200
      0.2      0.6      150      140      200      200
      0.2      0.6      160      140      200      200
      0.2      0.6      170      140      200      200
      0.2      0.6      180      140      200      200
      0.2      0.6      190      140      200      200
      0.2      0.6      200      140      200      200
      0.2      0.7       10      140      200      200
      0.2      0.7       20      140      200      200
      0.2      0.7       30      140      200      200
      0.2      0.7       40      140      200      200
      0.2      0.7       50      140      200      200
      0.2      0.7       60      140      200      200
      0.2      0.7       70      140      200      200
      0.2      0.7       80      140      200      200
      0.2      0.7       90      140      200      200
      0.2      0.7      100      140      200      200
      0.2      0.7      110      140      200      200
      0.2      0.7      120      140      200      200
      0.2      0.7      130      140      200      200
      0.2      0.7      140      140      200      200
      0.2      0.7      150      140      200      200
      0.2      0.7      160      140      200      200
      0.2      0.7      170      140      200      200
      0.2      0.7      180      140      200      200
      0.2      0.7      190      140      200      200
      0.2      0.7      200      140      200      200
      0.2      0.8       10      140      200      200
      0.2      0.8       20      140      200      200
      0.2      0.8       30      140      200      200
      0.2      0.8       40      140      200      200
      0.2      0.8       50      140      200      200
      0.2      0.8       60      140      200      200
      0.2      0.8       70      140      200      200
      0.2      0.8       80      140      200      200
      0.2      0.8       90      140      200      200
      0.2      0.8      100      140      200      200
      0.2      0.8      110      140      200      200
      0.2      0.8      120      140      200      200
      0.2      0.8      130      140      200      200
      0.2      0.8      140      140      200      200
      0.2      0.8      150      140      200      200
      0.2      0.8      160      140      200      200
      0.2      0.8      170      140      200      200
      0.2      0.8      180      140      200      200
      0.2      0.8      190      140      200      200
      0.2      0.8      200      140      200      200
      0.2      0.9       10      140      200      200
      0.2      0.9       20      140      200      200
      0.2      0.9       30      140      200      200
      0.2      0.9       40      140      200      200
      0.2      0.9       50      140      200      200
      0.2      0.9       60      140      200      200
      0.2      0.9       70      140      200      200
      0.2      0.9       80      140      200      200
      0.2      0.9       90      140      200      200
      0.2      0.9      100      140      200      200
      0.2      0.9      110      140      200      200
      0.2      0.9      120      140      200      200
      0.2      0.9      130      140      200      200
      0.2      0.9      140      140      200      200
      0.2      0.9      150      140      200      200
      0.2      0.9      160      140      200      200
      0.2      0.9      170      140      200      200
      0.2      0.9      180      140      200      200
      0.2      0.9      190      140      200      200
      0.2      0.9      200      140      200      200
      0.2        1       10      140      200      200
      0.2        1       20      140      200      200
      0.2        1       30      140      200      200
      0.2        1       40      140      200      200
      0.2        1       50      140      200      200
      0.2        1       60      140      200      200
      0.2        1       70      140      200      200
      0.2        1       80      140      200      200
      0.2        1       90      140      200      200
      0.2        1      100      140      200      200
      0.2        1      110      140      200      200
      0.2        1      120      140      200      200
      0.2        1      130      140      200      200
      0.2        1      140      140      200      200
      0.2        1      150      140      200      200
      0.2        1      160      140      200      200
      0.2        1      170      140      200      200
      0.2        1      180      140      200      200
      0.2        1      190      140      200      200
      0.2        1      200      140      200      200
      0.3      0.1       10      140      200      200
      0.3      0.1       20      140      200      200
      0.3      0.1       30      140      200      200
      0.3      0.1       40      140      200      200
      0.3      0.1       50      140      200      200
      0.3      0.1       60      140      200      200
      0.3      0.1       70      140      200      200
      0.3      0.1       80      140      200      200
      0.3      0.1       90      140      200      200
      0.3      0.1      100      140      200      200
      0.3      0.1      110      140      200      200
      0.3      0.1      120      140      200      200
      0.3      0.1      130      140      200      200
      0.3      0.1      140      140      200      200
      0.3      0.1      150      140      200      200
      0.3      0.1      160      140      200      200
      0.3      0.1      170      140      200      200
      0.3      0.1      180      140      200      200
      0.3      0.1      190      140      200      200
      0.3      0.1      200      140      200      200
      0.3      0.2       10      140      200      200
      0.3      0.2       20      140      200      200
      0.3      0.2       30      140      200      200
      0.3      0.2       40      140      200      200
      0.3      0.2       50      140      200      200
      0.3      0.2       60      140      200      200
      0.3      0.2       70      140      200      200
      0.3      0.2       80      140      200      200
      0.3      0.2       90      140      200      200
      0.3      0.2      100      140      200      200
      0.3      0.2      110      140      200      200
      0.3      0.2      120      140      200      200
      0.3      0.2      130      140      200      200
      0.3      0.2      140      140      200      200
      0.3      0.2      150      140      200      200
      0.3      0.2      160      140      200      200
      0.3      0.2      170      140      200      200
      0.3      0.2      180      140      200      200
      0.3      0.2      190      140      200      200
      0.3      0.2      200      140      200      200
      0.3      0.3       10      140      200      200
      0.3      0.3       20      140      200      200
      0.3      0.3       30      140      200      200
      0.3      0.3       40      140      200      200
      0.3      0.3       50      140      200      200
      0.3      0.3       60      140      200      200
      0.3      0.3       70      140      200      200
      0.3      0.3       80      140      200      200
      0.3      0.3       90      140      200      200
      0.3      0.3      100      140      200      200
      0.3      0.3      110      140      200      200
      0.3      0.3      120      140      200      200
      0.3      0.3      130      140      200      200
      0.3      0.3      140      140      200      200
      0.3      0.3      150      140      200      200
      0.3      0.3      160      140      200      200
      0.3      0.3      170      140      200      200
      0.3      0.3      180      140      200      200
      0.3      0.3      190      140      200      200
      0.3      0.3      200      140      200      200
      0.3      0.4       10      140      200      200
      0.3      0.4       20      140      200      200
      0.3      0.4       30      140      200      200
      0.3      0.4       40      140      200      200
      0.3      0.4       50      140      200      200
      0.3      0.4       60      140      200      200
      0.3      0.4       70      140      200      200
      0.3      0.4       80      140      200      200
      0.3      0.4       90      140      200      200
      0.3      0.4      100      140      200      200
      0.3      0.4      110      140      200      200
      0.3      0.4      120      140      200      200
      0.3      0.4      130      140      200      200
      0.3      0.4      140      140      200      200
      0.3      0.4      150      140      200      200
      0.3      0.4      160      140      200      200
      0.3      0.4      170      140      200      200
      0.3      0.4      180      140      200      200
      0.3      0.4      190      140      200      200
      0.3      0.4      200      140      200      200
      0.3      0.5       10      140      200      200
      0.3      0.5       20      140      200      200
      0.3      0.5       30      140      200      200
      0.3      0.5       40      140      200      200
      0.3      0.5       50      140      200      200
      0.3      0.5       60      140      200      200
      0.3      0.5       70      140      200      200
      0.3      0.5       80      140      200      200
      0.3      0.5       90      140      200      200
      0.3      0.5      100      140      200      200
      0.3      0.5      110      140      200      200
      0.3      0.5      120      140      200      200
      0.3      0.5      130      140      200      200
      0.3      0.5      140      140      200      200
      0.3      0.5      150      140      200      200
      0.3      0.5      160      140      200      200
      0.3      0.5      170      140      200      200
      0.3      0.5      180      140      200      200
      0.3      0.5      190      140      200      200
      0.3      0.5      200      140      200      200
      0.3      0.6       10      140      200      200
      0.3      0.6       20      140      200      200
      0.3      0.6       30      140      200      200
      0.3      0.6       40      140      200      200
      0.3      0.6       50      140      200      200
      0.3      0.6       60      140      200      200
      0.3      0.6       70      140      200      200
      0.3      0.6       80      140      200      200
      0.3      0.6       90      140      200      200
      0.3      0.6      100      140      200      200
      0.3      0.6      110      140      200      200
      0.3      0.6      120      140      200      200
      0.3      0.6      130      140      200      200
      0.3      0.6      140      140      200      200
      0.3      0.6      150      140      200      200
      0.3      0.6      160      140      200      200
      0.3      0.6      170      140      200      200
      0.3      0.6      180      140      200      200
      0.3      0.6      190      140      200      200
      0.3      0.6      200      140      200      200
      0.3      0.7       10      140      200      200
      0.3      0.7       20      140      200      200
      0.3      0.7       30      140      200      200
      0.3      0.7       40      140      200      200
      0.3      0.7       50      140      200      200
      0.3      0.7       60      140      200      200
      0.3      0.7       70      140      200      200
      0.3      0.7       80      140      200      200
      0.3      0.7       90      140      200      200
      0.3      0.7      100      140      200      200
      0.3      0.7      110      140      200      200
      0.3      0.7      120      140      200      200
      0.3      0.7      130      140      200      200
      0.3      0.7      140      140      200      200
      0.3      0.7      150      140      200      200
      0.3      0.7      160      140      200      200
      0.3      0.7      170      140      200      200
      0.3      0.7      180      140      200      200
      0.3      0.7      190      140      200      200
      0.3      0.7      200      140      200      200
      0.3      0.8       10      140      200      200
      0.3      0.8       20      140      200      200
      0.3      0.8       30      140      200      200
      0.3      0.8       40      140      200      200
      0.3      0.8       50      140      200      200
      0.3      0.8       60      140      200      200
      0.3      0.8       70      140      200      200
      0.3      0.8       80      140      200      200
      0.3      0.8       90      140      200      200
      0.3      0.8      100      140      200      200
      0.3      0.8      110      140      200      200
      0.3      0.8      120      140      200      200
      0.3      0.8      130      140      200      200
      0.3      0.8      140      140      200      200
      0.3      0.8      150      140      200      200
      0.3      0.8      160      140      200      200
      0.3      0.8      170      140      200      200
      0.3      0.8      180      140      200      200
      0.3      0.8      190      140      200      200
      0.3      0.8      200      140      200      200
      0.3      0.9       10      140      200      200
      0.3      0.9       20      140      200      200
      0.3      0.9       30      140      200      200
      0.3      0.9       40      140      200      200
      0.3      0.9       50      140      200      200
      0.3      0.9       60      140      200      200
      0.3      0.9       70      140      200      200
      0.3      0.9       80      140      200      200
      0.3      0.9       90      140      200      200
      0.3      0.9      100      140      200      200
      0.3      0.9      110      140      200      200
      0.3      0.9      120      140      200      200
      0.3      0.9      130      140      200      200
      0.3      0.9      140      140      200      200
      0.3      0.9      150      140      200      200
      0.3      0.9      160      140      200      200
      0.3      0.9      170      140      200      200
      0.3      0.9      180      140      200      200
      0.3      0.9      190      140      200      200
      0.3      0.9      200      140      200      200
      0.3        1       10      140      200      200
      0.3        1       20      140      200      200
      0.3        1       30      140      200      200
      0.3        1       40      140      200      200
      0.3        1       50      140      200      200
      0.3        1       60      140      200      200
      0.3        1       70      140      200      200
      0.3        1       80      140      200      200
      0.3        1       90      140      200      200
      0.3        1      100      140      200      200
      0.3        1      110      140      200      200
      0.3        1      120      140      200      200
      0.3        1      130      140      200      200
      0.3        1      140      140      200      200
      0.3        1      150      140      200      200
      0.3        1      160      140      200      200
      0.3        1      170      140      200      200
      0.3        1      180      140      200      200
      0.3        1      190      140      200      200
      0.3        1      200      140      200      200
      0.4      0.1       10      140      200      200
      0.4      0.1       20      140      200      200
      0.4      0.1       30      140      200      200
      0.4      0.1       40      140      200      200
      0.4      0.1       50      140      200      200
      0.4      0.1       60      140      200      200
      0.4      0.1       70      140      200      200
      0.4      0.1       80      140      200      200
      0.4      0.1       90      140      200      200
      0.4      0.1      100      140      200      200
      0.4      0.1      110      140      200      200
      0.4      0.1      120      140      200      200
      0.4      0.1      130      140      200      200
      0.4      0.1      140      140      200      200
      0.4      0.1      150      140      200      200
      0.4      0.1      160      140      200      200
      0.4      0.1      170      140      200      200
